"id","en_label","en_description","enwiki_title"
"116462705","Eric Andrews","Rugby league footballer",""
"7608750","Stephen Bowen","American biologist, educator, and educational administrator","Stephen Bowen (biologist)"
"491318","Lee Jeong-jae","South Korean actor","Lee Jung-jae"
"6200529","Jimmy Kelly","Northern Irish footballer (born 1954)","Jimmy Kelly (footballer, born 1954)"
"105872595","Catherine Martin","1460",""
"13560905","Martha Holmes","American photographer and photojournalist","Martha Holmes (photographer)"
"65115865","Gwennolé Le Borgne","",""
"3638104","Benedetto Rusconi","Italian Renaissance painter (1460-1525)","Benedetto Rusconi"
"58999479","Rania F Zaarour","researcher ORCID ID = 0000-0001-9132-5940",""
"79629483","Juanes Altuna Zubillaga","1663-11-29",""
"3568596","William Erese","Nigerian hurdler","William Erese"
"95286685","Christian Möllinger","",""
"5108243","Chris Taylor","American lawyer and newly elected Democratic member of the Wisconsin State Assembly","Chris Taylor (politician)"
"90350156","Jessica Williamson","researcher (ORCID 0000-0003-0550-2491)",""
"59565712","Craig M Robertson","researcher ORCID ID = 0000-0002-4789-7607",""
"55219386","Same Mendes","British artist (born 1965)",""
"52274823","Jaboukie Young-White","American comedian","Jaboukie Young-White"
"75494753","Lucy FitzPiers","English noblewoman",""
"88061579","Jennifer Connelly","researcher",""
"75581297","Jonathan Heywood","Peerage person ID=224877",""
"86505032","Chad Smith","researcher",""
"5386007","Eric Allen","player of American football","Eric Allen"
"116216776","Ram Charan filmography and awards","Indian actor, dancer, and television presenter","Ram Charan filmography and awards"
"270669","Melissa Etheridge","American singer-songwriter","Melissa Etheridge"
"5230948","David B. Allison","American obesity researcher and biostatistician","David B. Allison"
"1375897","Harry Bild","Swedish association football player","Harry Bild"
"89709920","Hiroshi Abe","researcher (ORCID 0000-0002-4683-4487)",""
"7173909","Peter F. Paul","American businessman","Peter F. Paul"
"1649529","Kader Loth","German model and presenter",""
"87084659","Sam Smith","researcher (health data) (ORCID 0000-0002-8107-6124)",""
"550183","James, Earl of Wessex","son of Prince Edward, Duke of Edinburgh, and Sophie, Duchess of Edinburgh","James, Earl of Wessex"
"5129233","Claudia Orange","New Zealand historian","Claudia Orange"
"2424597","Thomas Hayo","German creative director","Thomas Hayo"
"60719043","Im Sanghun","singer from South Korea",""
"56863277","Loredana Sarmati","researcher",""
"95839371","Wolfgang Schmidtholstein","actor",""
"106676583","Jason Pinnock","American football player (born 1999)","Jason Pinnock"
"259422","Masako Nozawa","Japanese actress and voice actress","Masako Nozawa"
"101565578","Murat Daǧdelen","",""
"75441331","Diane Lascelles, Countess of Harewood","born 1956; second wife of David Lascelles, 8th Earl of Harewood",""
"111702908","","employee of the Russian FSB published by Ukraine in 2022",""
"116502655","Jonathan Scott","Rugby league footballer",""
"17278682","Anikó Lévai","wife of Viktor Orbán",""
"85806","Christian Lindner","German politician and federal minister of finance","Christian Lindner"
"58798744","Stefan Mross","researcher ORCID ID = 0000-0003-4795-2132",""
"57058523","Ali Abbasi","researcher (ORCID 0000-0002-6452-4765)",""
"96243065","Kent Telfer Damon","father of American actor Matt Damon",""
"5415057","Eva Greenslit Anderson","American writer and politician","Eva Greenslit Anderson"
"42753690","Loredana Cifaldi","researcher",""
"349852","Tom Sizemore","American actor","Tom Sizemore"
"56755505","Ava Max","American singer-songwriter","Ava Max"
"2916076","Winston Churchill","English soldier, historian, and politician (1620-1688)","Winston Churchill (Cavalier)"
"317485","Pekka Haavisto","Finnish politician and minister for foreign affairs","Pekka Haavisto"
"558109","Gianni Amelio","Italian film director","Gianni Amelio"
"5921204","Howard Warren Buffett","American academic","Howard Warren Buffett"
"736385","Frederik Marcus Knuth","Danish botanist (1904-1970)","Frederik Marcus Knuth (taxonomist)"
"89852149","Mehmet Ozgur Cubuk","researcher",""
"42626906","Jorge García-Lara","researcher",""
"7153656","Paul Smith","British academic and cultural critic","Paul Smith (academic)"
"2061742","Paul R. Abramson","American psychologist","Paul R. Abramson (psychologist)"
"237354","Diane Warren","American songwriter","Diane Warren"
"116727729","Claudia Roth","Swiss ethnologist (1955–2012)",""
"93268825","Stephen L. (Stephen Langrish) Caiger","",""
"57840390","James Murray","British diplomat (1919-2007)",""
"84759615","Campino Milligan","",""
"23057843","Anthony Carrigan","British post-colonial theorist (1980-2016)","Anthony Carrigan (academic)"
"1770986","Stephan Keller","German jurist",""
"7434393","Scooter Berry","player of American football","Scooter Berry"
"95223383","Christian Lindner","writer",""
"981725","Haim Oron","Israeli politician","Haim Oron"
"266626","Rossy de Palma","Spanish actress","Rossy de Palma"
"574983","Tommy Lee Wallace","American film director","Tommy Lee Wallace"
"5106890","Chris Hipkins","New Zealand politician, Prime Minister in 2023","Chris Hipkins"
"75975811","Michael Douglas Comport","(born 1982)",""
"115645454","Robert Deal Alley","father of Kirstie Alley",""
"6144051","James Taylor","English cricketer, born 1990","James Taylor (cricketer, born 1990)"
"6306692","Julia Roberts","American association football player","Julia Roberts (soccer)"
"104822","Ludwig Maurer","German mathematician (1859-1927)","Ludwig Maurer"
"50065327","Jin Seok Kim","researcher (ORCID 0000-0001-5951-8013)",""
"3260960","Louis-Ronan Choisy","French actor and singer",""
"9339240","Aiko","member of Big Small Sister(大小姐)",""
"45592542","Muxie","Yuan dynasty person CBDB = 115602",""
"19538831","Britt Lower","American actress","Britt Lower"
"2476647","Ulrich Schneider","German author and non-fiction writer",""
"7520267","Simone Biles Owens","American artistic gymnast (born 1997)","Simone Biles"
"261812","Drake Bell","American actor, singer, songwriter and musician","Drake Bell"
"62093","David McAllister","German Politician (CDU)","David McAllister"
"89485636","Thomas Müller","researcher (ORCID 0000-0002-6799-0753)",""
"52151947","Clarke Gayford","New Zealand radio and television broadcaster","Clarke Gayford"
"1097913","Claudia von Brauchitsch","German television presenter, journalist and news presenter",""
"75271148","Elizabeth Banks","(died 1743)",""
"122998","Pauline Viardot","French mezzo-soprano and composer","Pauline Viardot"
"113328693","Nikolai I. Zimine","Russian particle physicist",""
"113845067","María Teresa Pérez García-Estañ","Spanish physicist",""
"630873","James Murphy","American guitarist","James Murphy (guitarist)"
"500381","Andreas Scheuer","German politician and lobbyist","Andreas Scheuer"
"507606","Andrew Smith","Scottish surgeon, explorer, ethnologist and zoologist","Andrew Smith (zoologist)"
"8015305","William McAvoy","American football player and coach, basketball coach, baseball player and coach (1884-1956)","William McAvoy"
"97473","Patrick Mölleken","German actor","Patrick Mölleken"
"55362580","Sven Petersen","United States Virgin Islands bobsledder","Sven Petersen"
"20428259","Thomas Müller","German judoka (1966-)",""
"714658","Ri Sol-ju","First Lady of the Democratic People's Republic of Korea","Ri Sol-ju"
"75427435","John Oliver-Bellasis","(1900-1979)",""
"259688","Anne-Marie Duff","British actress","Anne-Marie Duff"
"3265596","Lucien Laviscount","British actor","Lucien Laviscount"
"19356952","George Pellew","",""
"134895","Javier Bardem","Spanish actor","Javier Bardem"
"75242536","Richard Ian Griffith Taylor","(1911-1984)",""
"19561253","Mario López Estrada","Guatemalan businessman","Mario López Estrada"
"75421526","Janet Elizabeth Naomi Bannerman","(born 1937)",""
"1199119","Diego Sinagra","Italian","Diego Maradona Jr."
"43847435","Edin Terzić","(born 1969)","Edin Terzić (alpine skier)"
"12392943","Mario López Rico","Spanish politician",""
"114770797","Karen Bass","Canadian author",""
"2096387","Shehbaz Sharif","23rd Prime Minister of Pakistan","Shehbaz Sharif"
"90444110","Nikolaos Papageorgiou","researcher (ORCID 0000-0002-2063-2510)",""
"17385680","Madeline Brewer","American actress","Madeline Brewer"
"2756349","Liam Payne","English singer","Liam Payne"
"47447","Ed Sheeran","English singer-songwriter","Ed Sheeran"
"20183840","Ralf Moll","German non-fiction writer",""
"116026543","Catherine","",""
"88303968","Christian A Meyer","researcher",""
"254667","Gabriella Dorio","Italian athlete","Gabriella Dorio"
"55437706","Elena Perminova","Russian model",""
"42322786","James Taylor","researcher ORCID: 0000-0002-4421-1809",""
"42876064","Meghan Lane-fall","researcher",""
"12858642","Jimmy James","Australian tracker","Jimmy James (tracker, 1913–1991)"
"88257967","Beatrix Suess","researcher",""
"100876132","Hamilton Lewis","college basketball player (1982–1985) Houston Baptist",""
"9618967","António Cândido Ribeiro da Costa","Portuguese politician",""
"63150491","Aiko Sada","researcher",""
"13360930","Beatrice Egli","Swiss singer","Beatrice Egli"
"3400399","Craig Roberts","Welsh actor","Craig Roberts"
"1050907","Catherine","badminton player",""
"96342635","Jane C Carter","researcher, Dept of Anaesthesia, Wellington Regional Hospital",""
"21061850","Imran Khan","British solicitor","Imran Khan (solicitor)"
"5080932","Charles Michel","American ophthalmologist","Charles Michel (ophthalmologist)"
"51337151","John Choi","Minnesota politician and Ramsey County attorney","John Choi"
"47507217","János Fiala","Hungarian journalist",""
"11835264","Tiffany Haddish","American comedian and actress","Tiffany Haddish"
"3376765","Peter Morgan","Welsh rugby union player","Peter Morgan (rugby union)"
"93266850","James Wangai Kabata","",""
"28288","Eddie Redmayne","English actor","Eddie Redmayne"
"7041178","Nita Ambani","Indian Philanthropist","Nita Ambani"
"373912","Brad Pitt","Australian boxer","Brad Pitt (boxer)"
"109785394","Jessica","Person identified in the Museu da Pessoa collection (27847)",""
"75515282","Margaret (?)","(died 1822)",""
"21514073","Imran Khan","Indian web developer","Imran Khan (web developer)"
"20203583","Álvaro Soler","Spanish-German singer","Álvaro Soler"
"7610997","Percy Smith","New Zealand surveyor and ethnologist (1840–1922)","Percy Smith (ethnologist)"
"16224358","Wes Gordon","American fashion designer","Wes Gordon"
"97068125","Louis de Poix","birthdate: 1714 deathdate: 1782 viaf: 73862587 alias: Louis; Dubois, François; Paix, Louis de; Poix, Louis de",""
"6056330","Pablo Pineda Villalobos","Mexican military personnel",""
"7803347","Tim Cook","Australian rules footballer","Tim Cook (footballer)"
"76130844","Julia Fox","(1809-1894)",""
"59529593","Ulrich Uchtenhagen","",""
"112513627","Jessica Williams","",""
"63929262","Adam Scott","political candidate",""
"5925894","James Walter Grimes","American botanist (born 1953)","James Walter Grimes"
"6964885","Tiffany Walker","Irish pornographic actress",""
"128121","Mick Jagger","English songwriter, singer of The Rolling Stones","Mick Jagger"
"3018042","David Harewood","British actor","David Harewood"
"40729064","James T. Murray","Biochemical cell biologist",""
"7615180","Steven R. Smith","American musician","Steven R. Smith"
"104698892","Charles Michel","French manager involved in Algeria",""
"56244800","Daniela Ko","",""
"76234418","Anne Haughton","(1784-1788)",""
"235905","Melanie Lynskey","New Zealand actress","Melanie Lynskey"
"23979526","Gerhard Schröder","Mayor of Hamburg",""
"766866","Kevin McCarthy","American politician, 55th Speaker of the United States House of Representatives","Kevin McCarthy"
"2910322","Bono da Ferrara","painter","Bono da Ferrara"
"55692825","Michael Müller","",""
"6039125","Haakon Pedersen","Norwegian singer",""
"30362443","James Taylor","computational biologist",""
"106320886","Charithra Chandran","actress","Charithra Chandran"
"6829331","Michael Cohen","American academic in international affairs","Michael A. Cohen"
"62343871","Ajay S Mathuru","researcher",""
"15839498","Papis Loveday","international Topmodel and fashion entrepreneur of Senegalese origin","Papis Loveday"
"1813166","Robin Lindsay","field hockey player","Robin Lindsay"
"88514","Laura Osswald","German actress","Laura Osswald"
"113780268","Sandra Ohrem","",""
"461739","Karen Bass","American politician from California","Karen Bass"
"65928447","Michael Müller","badminton player",""
"207596","Daryl Hannah","American actress and environmental activist","Daryl Hannah"
"186327","Marilyn Manson","American rock musician","Marilyn Manson"
"4492815","Chrystia Freeland","Canadian politician and writer","Chrystia Freeland"
"59814663","Elton L. Dantas","researcher ORCID ID = 0000-0002-7954-5059",""
"21514660","Peter Hanson","botanist (1824-1887)",""
"5238188","David Odden","American linguist","David Odden"
"7816156","Tom Helm","Scottish rugby union and rugby league footballer","Tom Helm (rugby)"
"58066939","Khalid S Khan","researcher, ORCID id # 0000-0001-5084-7312",""
"99479178","Catherine Martin","artist (born 1970)",""
"61814","Joachim I Nestor, Elector of Brandenburg","Elector of Brandenburg","Joachim I Nestor, Elector of Brandenburg"
"111703489","Aiko","musician",""
"114225211","Sarah Connors","",""
"100924433","Matt Smith","college basketball player (1993–1993) Brown",""
